        r(a.u)         P(1s)         Q(1s)         P(2s)         Q(2s)        P(2p-)        Q(2p-)         P(2p)         Q(2p)         P(3s)         Q(3s)        P(3p-)        Q(3p-)         P(3p)         Q(3p)        P(3d-)        Q(3d-)         P(3d)         Q(3d)         P(4s)         Q(4s)        P(4p-)        Q(4p-)         P(4p)         Q(4p)
  6.076122E-04  2.863882E-01 -3.800192E-02  9.230754E-02 -1.231255E-02  1.865031E-03  9.845269E-03  4.974669E-04 -3.276791E-05  3.828182E-02 -5.109725E-03  7.876437E-04  4.156022E-03  2.106090E-04 -1.388260E-05  6.004663E-07  6.043282E-06  1.938954E-07 -8.489714E-09  1.511143E-02 -2.017255E-03  2.831210E-04  1.493793E-03  7.542114E-05 -4.972037E-06
  6.387680E-04  3.002145E-01 -3.986032E-02  9.676118E-02 -1.291774E-02  1.986735E-03  1.032428E-02  5.490085E-04 -3.616113E-05  4.012869E-02 -5.361044E-03  8.390526E-04  4.358215E-03  2.324294E-04 -1.532073E-05  6.742041E-07  6.670163E-06  2.250640E-07 -9.853506E-09  1.584045E-02 -2.116484E-03  3.016007E-04  1.566466E-03  8.323522E-05 -5.487129E-06
  6.715212E-04  3.146897E-01 -4.180467E-02  1.014235E-01 -1.355125E-02  2.117333E-03  1.082617E-02  6.058728E-04 -3.990435E-05  4.206209E-02 -5.624140E-03  8.942190E-04  4.570062E-03  2.565031E-04 -1.690727E-05  7.574094E-07  7.361900E-06  2.612380E-07 -1.143610E-08  1.660364E-02 -2.220364E-03  3.214311E-04  1.642609E-03  9.185621E-05 -6.055385E-06
  7.059536E-04  3.298426E-01 -4.383882E-02  1.063038E-01 -1.421437E-02  2.257561E-03  1.135199E-02  6.686065E-04 -4.403346E-05  4.408583E-02 -5.899554E-03  9.534544E-04  4.792006E-03  2.830615E-04 -1.865747E-05  8.513536E-07  8.125178E-06  3.032198E-07 -1.327254E-08  1.740248E-02 -2.329108E-03  3.427242E-04  1.722381E-03  1.013670E-04 -6.682263E-06
  7.421515E-04  3.457027E-01 -4.596674E-02  1.114114E-01 -1.490845E-02  2.408223E-03  1.190282E-02  7.378123E-04 -4.858801E-05  4.620384E-02 -6.187848E-03  1.017098E-03  5.024509E-03  3.123598E-04 -2.058812E-05  9.574858E-07  8.967362E-06  3.519407E-07 -1.540347E-08  1.823853E-02 -2.442940E-03  3.656020E-04  1.805948E-03  1.118590E-04 -7.373781E-06
  7.802053E-04  3.623009E-01 -4.819254E-02  1.167563E-01 -1.563489E-02  2.570194E-03  1.247982E-02  8.141541E-04 -5.361159E-05  4.842020E-02 -6.489606E-03  1.085520E-03  5.268050E-03  3.446790E-04 -2.271773E-05  1.077459E-06  9.896573E-06  4.084807E-07 -1.787602E-08  1.911340E-02 -2.562089E-03  3.901974E-04  1.893482E-03  1.234327E-04 -8.136566E-06
  8.202101E-04  3.796690E-01 -5.052047E-02  1.223486E-01 -1.639514E-02  2.744428E-03  1.308415E-02  8.983633E-04 -5.915219E-05  5.073913E-02 -6.805433E-03  1.159122E-03  5.523129E-03  3.803288E-04 -2.506665E-05  1.213158E-06  1.092176E-05  4.740928E-07 -2.074485E-08  2.002875E-02 -2.686796E-03  4.166552E-04  1.985163E-03  1.361992E-04 -8.977918E-06
  8.622660E-04  3.978400E-01 -5.295493E-02  1.281989E-01 -1.719070E-02  2.931964E-03  1.371706E-02  9.912458E-04 -6.526264E-05  5.316499E-02 -7.135961E-03  1.238346E-03  5.790266E-03  4.196502E-04 -2.765736E-05  1.366737E-06  1.205280E-05  5.502301E-07 -2.407335E-08  2.098632E-02 -2.817309E-03  4.451335E-04  2.081178E-03  1.502805E-04 -9.905880E-06
  9.064782E-04  4.168480E-01 -5.550048E-02  1.343180E-01 -1.802315E-02  3.133937E-03  1.437983E-02  1.093689E-03 -7.200116E-05  5.570230E-02 -7.481840E-03  1.323669E-03  6.070002E-03  4.630188E-04 -3.051455E-05  1.540653E-06  1.330054E-05  6.385781E-07 -2.793500E-08  2.198787E-02 -2.953885E-03  4.758046E-04  2.181721E-03  1.658111E-04 -1.092931E-05
  9.529572E-04  4.367283E-01 -5.816181E-02  1.407172E-01 -1.889409E-02  3.351586E-03  1.507379E-02  1.206670E-03 -7.943180E-05  5.835571E-02 -7.843749E-03  1.415615E-03  6.362898E-03  5.108485E-04 -3.366546E-05  1.737716E-06  1.467698E-05  7.410915E-07 -3.241501E-08  2.303525E-02 -3.096794E-03  5.088565E-04  2.286994E-03  1.829392E-04 -1.205795E-05
  1.001819E-03  4.575172E-01 -6.094376E-02  1.474080E-01 -1.980521E-02  3.586260E-03  1.580032E-02  1.331266E-03 -8.762510E-05  6.113002E-02 -8.222389E-03  1.514754E-03  6.669537E-03  5.635947E-04 -3.714004E-05  1.961138E-06  1.619532E-05  8.600371E-07 -3.761216E-08  2.413035E-02 -3.246312E-03  5.444942E-04  2.397206E-03  2.018280E-04 -1.330256E-05
  1.053186E-03  4.792523E-01 -6.385132E-02  1.544025E-01 -2.075824E-02  3.839432E-03  1.656085E-02  1.468661E-03 -9.665867E-05  6.403017E-02 -8.618487E-03  1.621710E-03  6.990525E-03  6.217590E-04 -4.097128E-05  2.214590E-06  1.787007E-05  9.980435E-07 -4.364095E-08  2.527512E-02 -3.402726E-03  5.829416E-04  2.512574E-03  2.226570E-04 -1.467493E-05
  1.107187E-03  5.019722E-01 -6.688963E-02  1.617129E-01 -2.175497E-02  4.112713E-03  1.735688E-02  1.620159E-03 -1.066179E-04  6.706125E-02 -9.032794E-03  1.737161E-03  7.326488E-03  6.858933E-04 -4.519550E-05  2.502276E-06  1.971728E-05  1.158159E-06 -5.063411E-08  2.647157E-02 -3.566334E-03  6.244432E-04  2.633325E-03  2.456239E-04 -1.618810E-05
  1.163957E-03  5.257166E-01 -7.006397E-02  1.693518E-01 -2.279726E-02  4.407858E-03  1.818996E-02  1.787196E-03 -1.175969E-04  7.022848E-02 -9.466086E-03  1.861851E-03  7.678079E-03  7.566053E-04 -4.985265E-05  2.829004E-06  2.175456E-05  1.343916E-06 -5.874548E-08  2.772175E-02 -3.737443E-03  6.692655E-04  2.759693E-03  2.709463E-04 -1.785636E-05
  1.223637E-03  5.505264E-01 -7.337975E-02  1.773321E-01 -2.388701E-02  4.726784E-03  1.906167E-02  1.971351E-03 -1.296988E-04  7.353721E-02 -9.919167E-03  1.996588E-03  8.045969E-03  8.345637E-04 -5.498669E-05  3.200282E-06  2.400134E-05  1.559413E-06 -6.815331E-08  2.902779E-02 -3.916369E-03  7.176999E-04  2.891918E-03  2.988636E-04 -1.969549E-05
  1.286377E-03  5.764435E-01 -7.684253E-02  1.856672E-01 -2.502621E-02  5.071587E-03  1.997368E-02  2.174363E-03 -1.430375E-04  7.699294E-02 -1.039286E-02  2.142258E-03  8.430857E-03  9.205039E-04 -6.064598E-05  3.622418E-06  2.647901E-05  1.809399E-06 -7.906421E-08  3.039184E-02 -4.103442E-03  7.700645E-04  3.030252E-03  3.296392E-04 -2.172280E-05
  1.352334E-03  6.035108E-01 -8.045799E-02  1.943705E-01 -2.621689E-02  5.444552E-03  2.092769E-02  2.398144E-03 -1.577380E-04  8.060126E-02 -1.088803E-02  2.299828E-03  8.833462E-03  1.015235E-03 -6.688370E-05  4.102639E-06  2.921110E-05  2.099379E-06 -9.171752E-08  3.181612E-02 -4.298997E-03  8.267064E-04  3.174954E-03  3.635629E-04 -2.395736E-05
  1.421672E-03  6.317721E-01 -8.423195E-02  2.034560E-01 -2.746113E-02  5.848178E-03  2.192547E-02  2.644795E-03 -1.739377E-04  8.436791E-02 -1.140554E-02  2.470351E-03  9.254531E-03  1.119647E-03 -7.375835E-05  4.649233E-06  3.222354E-05  2.435733E-06 -1.063906E-07  3.330288E-02 -4.503383E-03  8.880052E-04  3.326291E-03  4.009533E-04 -2.642014E-05
  1.494566E-03  6.612723E-01 -8.817033E-02  2.129377E-01 -2.876108E-02  6.285193E-03  2.296885E-02  2.916630E-03 -1.917876E-04  8.829870E-02 -1.194631E-02  2.654982E-03  9.694830E-03  1.234719E-03 -8.133423E-05  5.271698E-06  3.554484E-05  2.825858E-06 -1.234046E-07  3.485443E-02 -4.716958E-03  9.543749E-04  3.484539E-03  4.421608E-04 -2.913417E-05
  1.571197E-03  6.920570E-01 -9.227915E-02  2.228299E-01 -3.011894E-02  6.758576E-03  2.405971E-02  3.216189E-03 -2.114537E-04  9.239954E-02 -1.251126E-02  2.854977E-03  1.015515E-02  1.361525E-03 -8.968200E-05  5.980931E-06  3.920638E-05  3.278321E-06 -1.431317E-07  3.647309E-02 -4.940087E-03  1.026268E-03  3.649983E-03  4.875705E-04 -3.212478E-05
  1.651757E-03  7.241726E-01 -9.656455E-02  2.331471E-01 -3.153698E-02  7.271582E-03  2.519998E-02  3.546266E-03 -2.331183E-04  9.667644E-02 -1.310133E-02  3.071714E-03  1.063631E-02  1.501249E-03 -9.887934E-05  6.789435E-06  4.324268E-05  3.803054E-06 -1.660028E-07  3.816124E-02 -5.173149E-03  1.104179E-03  3.822915E-03  5.376059E-04 -3.541982E-05
  1.736447E-03  7.576662E-01 -1.010327E-01  2.439040E-01 -3.301751E-02  7.827765E-03  2.639166E-02  3.909931E-03 -2.569818E-04  1.011354E-01 -1.371751E-02  3.306692E-03  1.113915E-02  1.655188E-03 -1.090115E-04  7.711558E-06  4.769172E-05  4.411560E-06 -1.925168E-07  3.992125E-02 -5.416529E-03  1.188648E-03  4.003637E-03  5.927319E-04 -3.904987E-05
  1.825479E-03  7.925854E-01 -1.056899E-01  2.551153E-01 -3.456287E-02  8.431009E-03  2.763680E-02  4.310555E-03 -2.832639E-04  1.057826E-01 -1.436080E-02  3.561551E-03  1.166452E-02  1.824771E-03 -1.201723E-04  8.763769E-06  5.259524E-05  5.117166E-06 -2.232516E-07  4.175553E-02 -5.670621E-03  1.280263E-03  4.192459E-03  6.534596E-04 -4.304852E-05
  1.919076E-03  8.289780E-01 -1.105425E-01  2.667959E-01 -3.617547E-02  9.085553E-03  2.893750E-02  4.751842E-03 -3.122060E-04  1.106242E-01 -1.503220E-02  3.838084E-03  1.221332E-02  2.011563E-03 -1.324646E-04  9.964978E-06  5.799918E-05  5.935308E-06 -2.588759E-07  4.366650E-02 -5.935828E-03  1.379669E-03  4.389697E-03  7.203499E-04 -4.745265E-05
  2.017472E-03  8.668925E-01 -1.155967E-01  2.789607E-01 -3.785776E-02  9.796028E-03  3.029590E-02  5.237857E-03 -3.440729E-04  1.156661E-01 -1.573275E-02  4.138245E-03  1.278644E-02  2.217285E-03 -1.460013E-04  1.133691E-05  6.395398E-05  6.883866E-06 -3.001639E-07  4.565656E-02 -6.212559E-03  1.487569E-03  4.595676E-03  7.940189E-04 -5.230275E-05
  2.120913E-03  9.063770E-01 -1.208589E-01  2.916243E-01 -3.961222E-02  1.056749E-02  3.171422E-02  5.773062E-03 -3.791549E-04  1.209145E-01 -1.646350E-02  4.464169E-03  1.338481E-02  2.443825E-03 -1.609063E-04  1.290450E-05  7.051512E-05  7.983542E-06 -3.480114E-07  4.772810E-02 -6.501231E-03  1.604730E-03  4.810728E-03  8.751426E-04 -5.764325E-05
  2.229658E-03  9.474798E-01 -1.263355E-01  3.048013E-01 -4.144134E-02  1.140545E-02  3.319469E-02  6.362354E-03 -4.177707E-04  1.263755E-01 -1.722552E-02  4.818187E-03  1.400937E-02  2.693255E-03 -1.773156E-04  1.469641E-05  7.774353E-05  9.258308E-06 -4.034551E-07  4.988350E-02 -6.802266E-03  1.731990E-03  5.035192E-03  9.644627E-04 -6.352290E-05
  2.343977E-03  9.902486E-01 -1.320326E-01  3.185062E-01 -4.334766E-02  1.231595E-02  3.473960E-02  7.011103E-03 -4.602692E-04  1.320548E-01 -1.801989E-02  5.202844E-03  1.466109E-02  2.967845E-03 -1.953782E-04  1.674559E-05  8.570615E-05  1.073591E-05 -4.676943E-07  5.212507E-02 -7.116091E-03  1.870264E-03  5.269412E-03  1.062793E-03 -6.999516E-05
  2.464159E-03  1.034731E+00 -1.379564E-01  3.327529E-01 -4.533373E-02  1.330556E-02  3.635127E-02  7.725198E-03 -5.070331E-04  1.379583E-01 -1.884769E-02  5.620915E-03  1.534093E-02  3.270088E-03 -2.152576E-04  1.908987E-05  9.447646E-05  1.244848E-05 -5.421159E-07  5.445509E-02 -7.443136E-03  2.020549E-03  5.513738E-03  1.171025E-03 -7.711862E-05
  2.590502E-03  1.080972E+00 -1.441130E-01  3.475551E-01 -4.740208E-02  1.438144E-02  3.803208E-02  8.511092E-03 -5.584811E-04  1.440915E-01 -1.971000E-02  6.075431E-03  1.604988E-02  3.602713E-03 -2.371328E-04  2.177277E-05  1.041352E-04  1.443319E-05 -6.283240E-07  5.687574E-02 -7.783833E-03  2.183934E-03  5.768526E-03  1.290136E-03 -8.495751E-05
  2.723322E-03  1.129019E+00 -1.505081E-01  3.629257E-01 -4.955527E-02  1.555143E-02  3.978439E-02  9.375858E-03 -6.150719E-04  1.504597E-01 -2.060792E-02  6.569693E-03  1.678895E-02  3.968712E-03 -2.612000E-04  2.484430E-05  1.147708E-04  1.673304E-05 -7.281734E-07  5.938912E-02 -8.138615E-03  2.361606E-03  6.034132E-03  1.421197E-03 -9.358216E-05
  2.862953E-03  1.178913E+00 -1.571474E-01  3.788770E-01 -5.179581E-02  1.682406E-02  4.161061E-02  1.032724E-02 -6.773075E-04  1.570680E-01 -2.154254E-02  7.107307E-03  1.755913E-02  4.371358E-03 -2.876739E-04  2.836194E-05  1.264805E-04  1.939781E-05 -8.438078E-07  6.199720E-02 -8.507912E-03  2.554861E-03  6.310918E-03  1.565381E-03 -1.030696E-04
  3.009742E-03  1.230697E+00 -1.640362E-01  3.954206E-01 -5.412620E-02  1.820864E-02  4.351316E-02  1.137371E-02 -7.457366E-04  1.639209E-01 -2.251492E-02  7.692197E-03  1.836144E-02  4.814237E-03 -3.167896E-04  3.239179E-05  1.393709E-04  2.248506E-05 -9.777048E-07  6.470180E-02 -8.892152E-03  2.765110E-03  6.599245E-03  1.723972E-03 -1.135042E-04
  3.164058E-03  1.284410E+00 -1.711794E-01  4.125668E-01 -5.654888E-02  1.971531E-02  4.549447E-02  1.252455E-02 -8.209594E-04  1.710228E-01 -2.352612E-02  8.328645E-03  1.919688E-02  5.301272E-03 -3.488040E-04  3.700987E-05  1.535587E-04  2.606135E-05 -1.132727E-06  6.750459E-02 -9.291755E-03  2.993892E-03  6.899476E-03  1.898374E-03 -1.249780E-04
  3.326286E-03  1.340087E+00 -1.785818E-01  4.303249E-01 -5.906624E-02  2.135511E-02  4.755693E-02  1.378991E-02 -9.036314E-04  1.783772E-01 -2.457719E-02  9.021311E-03  2.006647E-02  5.836750E-03 -3.839983E-04  4.230354E-05  1.691719E-04  3.020366E-05 -1.312181E-06  7.040699E-02 -9.707133E-03  3.242881E-03  7.211971E-03  2.090121E-03 -1.375921E-04
  3.496831E-03  1.397763E+00 -1.862475E-01  4.487025E-01 -6.168057E-02  2.314008E-02  4.970294E-02  1.518087E-02 -9.944687E-04  1.859873E-01 -2.566913E-02  9.775272E-03  2.097118E-02  6.425360E-03 -4.226794E-04  4.837329E-05  1.863508E-04  3.500095E-05 -1.519885E-06  7.341022E-02 -1.013869E-02  3.513901E-03  7.537085E-03  2.300893E-03 -1.514564E-04
  3.676120E-03  1.457465E+00 -1.941799E-01  4.677059E-01 -6.439408E-02  2.508331E-02  5.193487E-02  1.670954E-02 -1.094252E-03  1.938553E-01 -2.680290E-02  1.059605E-02  2.191200E-02  7.072221E-03 -4.651829E-04  5.533464E-05  2.052490E-04  4.055604E-05 -1.760248E-06  7.651519E-02 -1.058680E-02  3.808939E-03  7.875170E-03  2.532523E-03 -1.666915E-04
  3.864602E-03  1.519218E+00 -2.023821E-01  4.873393E-01 -6.720883E-02  2.719905E-02  5.425503E-02  1.838916E-02 -1.203835E-03  2.019830E-01 -2.797941E-02  1.148966E-02  2.288989E-02  7.782924E-03 -5.118748E-04  6.332043E-05  2.260344E-04  4.698775E-05 -2.038358E-06  7.972252E-02 -1.105184E-02  4.130153E-03  8.226567E-03  2.787011E-03 -1.834287E-04
  4.062747E-03  1.583040E+00 -2.108562E-01  5.076047E-01 -7.012675E-02  2.950280E-02  5.666567E-02  2.023415E-02 -1.324145E-03  2.103709E-01 -2.919954E-02  1.246263E-02  2.390578E-02  8.563565E-03 -5.631543E-04  7.248339E-05  2.488910E-04  5.443329E-05 -2.360085E-06  8.303244E-02 -1.153415E-02  4.479892E-03  8.591610E-03  3.066542E-03 -2.018113E-04
  4.271051E-03  1.648946E+00 -2.196037E-01  5.285018E-01 -7.314958E-02  3.201139E-02  5.916896E-02  2.226025E-02 -1.456194E-03  2.190185E-01 -3.046407E-02  1.352205E-02  2.496055E-02  9.420793E-03 -6.194568E-04  8.299908E-05  2.740198E-04  6.305116E-05 -2.732200E-06  8.644476E-02 -1.203405E-02  4.860706E-03  8.970616E-03  3.373493E-03 -2.219955E-04
  4.490035E-03  1.716940E+00 -2.286251E-01  5.500273E-01 -7.627884E-02  3.474311E-02  6.176698E-02  2.448461E-02 -1.601082E-03  2.279244E-01 -3.177371E-02  1.467565E-02  2.605504E-02  1.036185E-02 -6.812563E-04  9.506933E-05  3.016405E-04  7.302431E-05 -3.162510E-06  8.995884E-02 -1.255182E-02  5.275365E-03  9.363887E-03  3.710460E-03 -2.441516E-04
  4.720247E-03  1.787022E+00 -2.379197E-01  5.721749E-01 -7.951582E-02  3.771783E-02  6.446168E-02  2.692591E-02 -1.760008E-03  2.370855E-01 -3.312906E-02  1.593177E-02  2.719005E-02  1.139463E-02 -7.490689E-04  1.089261E-04  3.319933E-04  8.456391E-05 -3.660015E-06  9.357349E-02 -1.308771E-02  5.726874E-03  9.771704E-03  4.080263E-03 -2.684649E-04
  4.962262E-03  1.859181E+00 -2.474858E-01  5.949348E-01 -8.286153E-02  4.095706E-02  6.725486E-02  2.960447E-02 -1.934272E-03  2.464974E-01 -3.453062E-02  1.729950E-02  2.836631E-02  1.252769E-02 -8.234558E-04  1.248361E-04  3.653400E-04  9.791360E-05 -4.235082E-06  9.728693E-02 -1.364191E-02  6.218493E-03  1.019433E-02  4.485974E-03 -2.951370E-04
  5.216686E-03  1.933398E+00 -2.573205E-01  6.182930E-01 -8.631665E-02  4.448415E-02  7.014815E-02  3.254237E-02 -2.125285E-03  2.561540E-01 -3.597877E-02  1.878866E-02  2.958444E-02  1.377037E-02 -9.050271E-04  1.431055E-04  4.019666E-04  1.133544E-04 -4.899655E-06  1.010967E-01 -1.421458E-02  6.753752E-03  1.063198E-02  4.930930E-03 -3.243870E-04
  5.484154E-03  2.009642E+00 -2.674193E-01  6.422316E-01 -8.988150E-02  4.832439E-02  7.314299E-02  3.576361E-02 -2.334580E-03  2.660473E-01 -3.747372E-02  2.040988E-02  3.084501E-02  1.513279E-02 -9.944449E-04  1.640863E-04  4.421848E-04  1.312103E-04 -5.667480E-06  1.049997E-01 -1.480582E-02  7.336473E-03  1.108487E-02  5.418752E-03 -3.564527E-04
  5.765335E-03  2.087872E+00 -2.777761E-01  6.667274E-01 -9.355599E-02  5.250511E-02  7.624057E-02  3.929422E-02 -2.563815E-03  2.761671E-01 -3.901553E-02  2.217468E-02  3.214846E-02  1.662593E-02 -1.092428E-03  1.881828E-04  4.863341E-04  1.518548E-04 -6.554380E-06  1.089918E-01 -1.541565E-02  7.970791E-03  1.155314E-02  5.953373E-03 -3.915924E-04
  6.060933E-03  2.168034E+00 -2.883832E-01  6.917521E-01 -9.733958E-02  5.705588E-02  7.944182E-02  4.316245E-02 -2.814787E-03  2.865013E-01 -4.060408E-02  2.409548E-02  3.349513E-02  1.826169E-02 -1.199754E-03  2.158591E-04  5.347841E-04  1.757181E-04 -7.578552E-06  1.130681E-01 -1.604402E-02  8.661170E-03  1.203691E-02  6.539050E-03 -4.300858E-04
  6.371687E-03  2.250057E+00 -2.992310E-01  7.172715E-01 -1.012312E-01  6.200863E-02  8.274736E-02  4.739887E-02 -3.089436E-03  2.970349E-01 -4.223901E-02  2.618571E-02  3.488519E-02  2.005296E-02 -1.317266E-03  2.476482E-04  5.879372E-04  2.032959E-04 -8.760919E-06  1.172228E-01 -1.669082E-02  9.412432E-03  1.253624E-02  7.180394E-03 -4.722357E-04
  6.698373E-03  2.333860E+00 -3.103078E-01  7.432447E-01 -1.052292E-01  6.739782E-02  8.615749E-02  5.203655E-02 -3.389859E-03  3.077502E-01 -4.391977E-02  2.845984E-02  3.631869E-02  2.201365E-02 -1.445876E-03  2.841616E-04  6.462306E-04  2.351585E-04 -1.012552E-05  1.214487E-01 -1.735581E-02  1.022977E-02  1.305115E-02  7.882390E-03 -5.183700E-04
  7.041809E-03  2.419340E+00 -3.215998E-01  7.696240E-01 -1.093314E-01  7.326054E-02  8.967208E-02  5.711123E-02 -3.718316E-03  3.186267E-01 -4.564552E-02  3.093344E-02  3.779548E-02  2.415883E-02 -1.586568E-03  3.261012E-04  7.101390E-04  2.719625E-04 -1.169998E-05  1.257379E-01 -1.803869E-02  1.111878E-02  1.358157E-02  8.650420E-03 -5.688423E-04
  7.402853E-03  2.506381E+00 -3.330906E-01  7.963540E-01 -1.135347E-01  7.963675E-02  9.329060E-02  6.266148E-02 -4.077241E-03  3.296404E-01 -4.741513E-02  3.362327E-02  3.931522E-02  2.650471E-02 -1.740402E-03  3.742716E-04  7.801778E-04  3.144630E-04 -1.351598E-05  1.300806E-01 -1.873901E-02  1.208549E-02  1.412739E-02  9.490288E-03 -6.240345E-04
  7.782408E-03  2.594844E+00 -3.447614E-01  8.233706E-01 -1.178355E-01  8.656938E-02  9.701202E-02  6.872888E-02 -4.469253E-03  3.407637E-01 -4.922718E-02  3.654732E-02  4.087737E-02  2.906876E-02 -1.908522E-03  4.295958E-04  8.569054E-04  3.635278E-04 -1.560989E-05  1.344659E-01 -1.945622E-02  1.313634E-02  1.468838E-02  1.040825E-02 -6.843581E-04
  8.181424E-03  2.684571E+00 -3.565906E-01  8.506010E-01 -1.222292E-01  9.410448E-02  1.008348E-01  7.535816E-02 -4.897159E-03  3.519653E-01 -5.107987E-02  3.972488E-02  4.248111E-02  3.186978E-02 -2.092159E-03  4.931311E-04  9.409267E-04  4.201543E-04 -1.802341E-05  1.388814E-01 -2.018961E-02  1.427826E-02  1.526426E-02  1.141101E-02 -7.502555E-04
  8.600897E-03  2.775382E+00 -3.685537E-01  8.779624E-01 -1.267102E-01  1.022914E-01  1.047567E-01  8.259739E-02 -5.363973E-03  3.632094E-01 -5.297105E-02  4.317660E-02  4.412539E-02  3.492794E-02 -2.292632E-03  5.660891E-04  1.032896E-03  4.854880E-04 -2.080429E-05  1.433130E-01 -2.093835E-02  1.551867E-02  1.585464E-02  1.250580E-02 -8.222022E-04
  9.041877E-03  2.867074E+00 -3.806231E-01  9.053615E-01 -1.312722E-01  1.111830E-01  1.087751E-01  9.049813E-02 -5.872916E-03  3.744560E-01 -5.489813E-02  4.692453E-02  4.580885E-02  3.826485E-02 -2.511357E-03  6.498569E-04  1.133520E-03  5.608432E-04 -2.400723E-05  1.477446E-01 -2.170141E-02  1.686549E-02  1.645902E-02  1.370035E-02 -9.007079E-04
  9.505467E-03  2.959418E+00 -3.927679E-01  9.326939E-01 -1.359076E-01  1.208357E-01  1.128863E-01  9.911561E-02 -6.427428E-03  3.856600E-01 -5.685808E-02  5.099222E-02  4.752979E-02  4.190363E-02 -2.749849E-03  7.460218E-04  1.243562E-03  6.477277E-04 -2.769481E-05  1.521584E-01 -2.247761E-02  1.832714E-02  1.707677E-02  1.500291E-02 -9.863185E-04
  9.992826E-03  3.052161E+00 -4.049538E-01  9.598427E-01 -1.406077E-01  1.313095E-01  1.170861E-01  1.085088E-01 -7.031174E-03  3.967712E-01 -5.884738E-02  5.540470E-02  4.928617E-02  4.586897E-02 -3.009728E-03  8.563997E-04  1.363844E-03  7.478702E-04 -3.193857E-05  1.565345E-01 -2.326557E-02  1.991262E-02  1.770716E-02  1.642231E-02 -1.079617E-03
  1.050517E-02  3.145021E+00 -4.171429E-01  9.866788E-01 -1.453626E-01  1.426684E-01  1.213693E-01  1.187407E-01 -7.688052E-03  4.077340E-01 -6.086199E-02  6.018855E-02  5.107558E-02  5.018714E-02 -3.292717E-03  9.830661E-04  1.495250E-03  8.632504E-04 -3.682026E-05  1.608507E-01 -2.406369E-02  2.163146E-02  1.834930E-02  1.796794E-02 -1.181225E-03
  1.104379E-02  3.237690E+00 -4.292937E-01  1.013059E+00 -1.501609E-01  1.549802E-01  1.257299E-01  1.298783E-01 -8.402194E-03  4.184867E-01 -6.289730E-02  6.537191E-02  5.289517E-02  5.488606E-02 -3.600650E-03  1.128393E-03  1.638731E-03  9.961352E-04 -4.243317E-05  1.650825E-01 -2.487015E-02  2.349374E-02  1.900214E-02  1.964978E-02 -1.291805E-03
  1.161002E-02  3.329830E+00 -4.413609E-01  1.038826E+00 -1.549901E-01  1.683166E-01  1.301609E-01  1.419928E-01 -9.177971E-03  4.289617E-01 -6.494809E-02  7.098453E-02  5.474163E-02  5.999533E-02 -3.935475E-03  1.295086E-03  1.795307E-03  1.149117E-03 -4.888370E-05  1.692032E-01 -2.568291E-02  2.551013E-02  1.966449E-02  2.147839E-02 -1.412058E-03
  1.220528E-02  3.421073E+00 -4.532952E-01  1.063808E+00 -1.598360E-01  1.827536E-01  1.346542E-01  1.551593E-01 -1.001999E-02  4.390847E-01 -6.700851E-02  7.705770E-02  5.661120E-02  6.554621E-02 -4.299249E-03  1.486236E-03  1.966071E-03  1.325160E-03 -5.629309E-05  1.731831E-01 -2.649965E-02  2.769184E-02  2.033497E-02  2.346493E-02 -1.542727E-03
  1.283106E-02  3.511021E+00 -4.650435E-01  1.087816E+00 -1.646828E-01  1.983708E-01  1.392005E-01  1.694575E-01 -1.093310E-02  4.487746E-01 -6.907203E-02  8.362426E-02  5.849955E-02  7.157161E-02 -4.694146E-03  1.705363E-03  2.152190E-03  1.527649E-03 -6.479936E-05  1.769901E-01 -2.731778E-02  3.005062E-02  2.101201E-02  2.562116E-02 -1.684597E-03
  1.348892E-02  3.599247E+00 -4.765486E-01  1.110647E+00 -1.695132E-01  2.152519E-01  1.437895E-01  1.849711E-01 -1.192238E-02  4.579435E-01 -7.113137E-02  9.071857E-02  6.040185E-02  7.810610E-02 -5.122449E-03  1.956478E-03  2.354910E-03  1.760445E-03 -7.455945E-05  1.805892E-01 -2.813444E-02  3.259876E-02  2.169383E-02  2.795939E-02 -1.838494E-03
  1.418052E-02  3.685293E+00 -4.877498E-01  1.132079E+00 -1.743081E-01  2.334844E-01  1.484095E-01  2.017878E-01 -1.299312E-02  4.664961E-01 -7.317853E-02  9.837637E-02  6.231262E-02  8.518578E-02 -5.586554E-03  2.244148E-03  2.575557E-03  2.027953E-03 -8.575162E-05  1.839426E-01 -2.894646E-02  3.534905E-02  2.237844E-02  3.049251E-02 -2.005283E-03
  1.490757E-02  3.768673E+00 -4.985821E-01  1.151875E+00 -1.790465E-01  2.531595E-01  1.530474E-01  2.199995E-01 -1.415084E-02  4.743296E-01 -7.520470E-02  1.066347E-01  6.422579E-02  9.284827E-02 -6.088960E-03  2.573564E-03  2.815540E-03  2.335187E-03 -9.857815E-05  1.870094E-01 -2.975034E-02  3.831474E-02  2.306364E-02  3.323392E-02 -2.185868E-03
  1.567190E-02  3.848869E+00 -5.089774E-01  1.169780E+00 -1.837058E-01  2.743715E-01  1.576889E-01  2.397018E-01 -1.540122E-02  4.813338E-01 -7.720025E-02  1.155318E-01  6.613462E-02  1.011325E-01 -6.632268E-03  2.950623E-03  3.076351E-03  2.687854E-03 -1.132683E-04  1.897458E-01 -3.054228E-02  4.150946E-02  2.374695E-02  3.619747E-02 -2.381191E-03
